RPF_KO_Rep1_clpd_tr.fastq.gz
@HD	VN:1.0	SO:unsorted
@SQ	SN:XR_007090379.1	LN:5072
@SQ	SN:XR_007090378.1	LN:5072
@SQ	SN:XR_007090377.1	LN:5072
@SQ	SN:XR_007090376.1	LN:5072
@SQ	SN:XR_007090375.1	LN:5072
@SQ	SN:XR_007090374.1	LN:5072
@SQ	SN:XR_007090373.1	LN:153
@SQ	SN:XR_007090372.1	LN:5072
@SQ	SN:XR_007090371.1	LN:5072
@SQ	SN:XR_007090370.1	LN:5072
@SQ	SN:XR_007090369.1	LN:5072
@SQ	SN:XR_007090368.1	LN:5072
@SQ	SN:XR_007090367.1	LN:5072
@SQ	SN:XR_007090366.1	LN:5072
@SQ	SN:XR_007090365.1	LN:5072
@SQ	SN:XR_007090364.1	LN:5072
@SQ	SN:XR_007090363.1	LN:5072
@SQ	SN:XR_007090362.1	LN:153
@SQ	SN:XR_007090361.1	LN:5072
@SQ	SN:XR_007090360.1	LN:5072
@SQ	SN:XR_007090359.1	LN:5072
@SQ	SN:XR_007090358.1	LN:5072
@SQ	SN:XR_007090357.1	LN:5072
@SQ	SN:XR_007090356.1	LN:5072
@SQ	SN:XR_007090355.1	LN:5072
@SQ	SN:XR_007090354.1	LN:5072
@SQ	SN:XR_007090353.1	LN:5072
@SQ	SN:XR_007090352.1	LN:5072
@SQ	SN:XR_007090351.1	LN:153
@SQ	SN:XR_007090350.1	LN:5072
@SQ	SN:XR_007090349.1	LN:5072
@SQ	SN:XR_007090348.1	LN:5072
@SQ	SN:XR_007090347.1	LN:5072
@SQ	SN:XR_007090346.1	LN:5072
@SQ	SN:XR_007090345.1	LN:5072
@SQ	SN:XR_007090344.1	LN:5072
@SQ	SN:XR_007090343.1	LN:5072
@SQ	SN:XR_007090342.1	LN:153
@SQ	SN:XR_007090341.1	LN:5065
@SQ	SN:XR_007090340.1	LN:5065
@SQ	SN:XR_007090339.1	LN:5065
@SQ	SN:XR_007090338.1	LN:5065
@SQ	SN:XR_007090337.1	LN:5065
@SQ	SN:XR_007090336.1	LN:5065
@SQ	SN:XR_007090335.1	LN:5065
@SQ	SN:XR_007090334.1	LN:5065
@SQ	SN:XR_007090333.1	LN:5065
@SQ	SN:XR_007090332.1	LN:5065
@SQ	SN:XR_007090331.1	LN:153
@SQ	SN:XR_007090330.1	LN:5065
@SQ	SN:XR_007090329.1	LN:5065
@SQ	SN:XR_007090328.1	LN:5065
@SQ	SN:XR_007090327.1	LN:5065
@SQ	SN:XR_007090326.1	LN:1869
@SQ	SN:XR_007090325.1	LN:153
@SQ	SN:XR_007090324.1	LN:1869
@SQ	SN:XR_007090323.1	LN:1869
@SQ	SN:XR_007090322.1	LN:1869
@SQ	SN:XR_007090321.1	LN:1869
@SQ	SN:XR_007090320.1	LN:1869
@SQ	SN:XR_007090319.1	LN:1869
@SQ	SN:XR_007090318.1	LN:1869
@SQ	SN:XR_007090317.1	LN:1869
@SQ	SN:XR_007090316.1	LN:1869
@SQ	SN:XR_007090315.1	LN:153
@SQ	SN:XR_007090314.1	LN:1869
@SQ	SN:XR_007090313.1	LN:1869
@SQ	SN:XR_007090312.1	LN:1869
@SQ	SN:XR_007090311.1	LN:1869
@SQ	SN:XR_007090310.1	LN:1869
@SQ	SN:XR_007090309.1	LN:1869
@SQ	SN:XR_007090308.1	LN:1869
@SQ	SN:XR_007090307.1	LN:1869
@SQ	SN:XR_007090306.1	LN:1869
@SQ	SN:XR_007090305.1	LN:1869
@SQ	SN:XR_007090304.1	LN:153
@SQ	SN:XR_007090303.1	LN:1869
@SQ	SN:XR_007090302.1	LN:1869
@SQ	SN:XR_007090301.1	LN:1869
@SQ	SN:XR_007090300.1	LN:1869
@SQ	SN:XR_007090299.1	LN:1869
@SQ	SN:XR_007090298.1	LN:1869
@SQ	SN:XR_007090297.1	LN:1869
@SQ	SN:XR_007090296.1	LN:1869
@SQ	SN:XR_007090295.1	LN:1869
@SQ	SN:XR_007090294.1	LN:1869
@SQ	SN:XR_007090293.1	LN:153
@SQ	SN:XR_007090292.1	LN:1869
@SQ	SN:XR_007090291.1	LN:1869
@SQ	SN:XR_007090290.1	LN:1869
@SQ	SN:XR_007090289.1	LN:1869
@SQ	SN:XR_007090288.1	LN:1869
@SQ	SN:XR_007090287.1	LN:1869
@SQ	SN:XR_007090286.1	LN:1869
@SQ	SN:XR_007090285.1	LN:1869
@SQ	SN:XR_007090284.1	LN:1869
@SQ	SN:XR_007090283.1	LN:153
@SQ	SN:XR_007090282.1	LN:1869
@SQ	SN:XR_007090281.1	LN:1869
@SQ	SN:XR_007090280.1	LN:1869
@SQ	SN:XR_007090279.1	LN:1869
@SQ	SN:XR_007090278.1	LN:1869
@SQ	SN:XR_007090277.1	LN:1869
@SQ	SN:XR_007090276.1	LN:1869
@SQ	SN:XR_007090275.1	LN:1869
@SQ	SN:XR_007090274.1	LN:1869
@SQ	SN:XR_007090273.1	LN:1869
@SQ	SN:XR_007090272.1	LN:153
@SQ	SN:XR_007090271.1	LN:1869
@SQ	SN:XR_007090270.1	LN:1869
@SQ	SN:XR_007090254.1	LN:152
@SQ	SN:XR_007090253.1	LN:153
@SQ	SN:XR_007090252.1	LN:153
@SQ	SN:XR_007090251.1	LN:153
@SQ	SN:XR_007090250.1	LN:153
@SQ	SN:XR_007090249.1	LN:153
@SQ	SN:XR_007090248.1	LN:153
@SQ	SN:XR_007090247.1	LN:153
@SQ	SN:XR_007090246.1	LN:153
@SQ	SN:XR_007090245.1	LN:153
@SQ	SN:XR_007090244.1	LN:153
@SQ	SN:XR_007090243.1	LN:153
@SQ	SN:XR_007090242.1	LN:153
@SQ	SN:XR_007090241.1	LN:153
@SQ	SN:XR_007086182.1	LN:153
@SQ	SN:XR_007086181.1	LN:153
@SQ	SN:XR_007086180.1	LN:153
@SQ	SN:XR_007086179.1	LN:153
@SQ	SN:XR_007086178.1	LN:153
@SQ	SN:XR_007086177.1	LN:153
@SQ	SN:XR_007086176.1	LN:153
@SQ	SN:XR_007086175.1	LN:153
@SQ	SN:XR_007086174.1	LN:153
@SQ	SN:XR_007086173.1	LN:153
@SQ	SN:XR_007086172.1	LN:153
@SQ	SN:XR_007086171.1	LN:153
@SQ	SN:XR_007086170.1	LN:153
@SQ	SN:XR_007086169.1	LN:5076
@SQ	SN:XR_007086168.1	LN:5069
@SQ	SN:XR_007086167.1	LN:153
@SQ	SN:XR_007086166.1	LN:5069
@SQ	SN:XR_007086165.1	LN:5069
@SQ	SN:XR_007086164.1	LN:5069
@SQ	SN:XR_007086163.1	LN:5069
@SQ	SN:XR_007086162.1	LN:5069
@SQ	SN:XR_007086161.1	LN:5069
@SQ	SN:XR_007086160.1	LN:5069
@SQ	SN:XR_007086159.1	LN:5069
@SQ	SN:XR_007086158.1	LN:5069
@SQ	SN:XR_007086157.1	LN:5069
@SQ	SN:XR_007086156.1	LN:153
@SQ	SN:XR_007086155.1	LN:5069
@SQ	SN:XR_007086153.1	LN:5069
@SQ	SN:XR_007086152.1	LN:5069
@SQ	SN:XR_007086151.1	LN:5069
@SQ	SN:XR_007086150.1	LN:5056
@SQ	SN:XR_007086149.1	LN:5056
@SQ	SN:XR_007086148.1	LN:5056
@SQ	SN:XR_007086147.1	LN:5056
@SQ	SN:XR_007086146.1	LN:5056
@SQ	SN:XR_007086145.1	LN:153
@SQ	SN:XR_007086144.1	LN:5056
@SQ	SN:XR_007086143.1	LN:5056
@SQ	SN:XR_007086142.1	LN:5056
@SQ	SN:XR_007086141.1	LN:5056
@SQ	SN:XR_007086140.1	LN:5056
@SQ	SN:XR_007086139.1	LN:5056
@SQ	SN:XR_007086138.1	LN:5056
@SQ	SN:XR_007086137.1	LN:5056
@SQ	SN:XR_007086136.1	LN:5056
@SQ	SN:XR_007086135.1	LN:5056
@SQ	SN:XR_007086134.1	LN:153
@SQ	SN:XR_007086133.1	LN:5056
@SQ	SN:XR_007086132.1	LN:5062
@SQ	SN:XR_007086131.1	LN:5062
@SQ	SN:XR_007086130.1	LN:5062
@SQ	SN:XR_007086129.1	LN:5062
@SQ	SN:XR_007086127.1	LN:5062
@SQ	SN:XR_007086126.1	LN:5062
@SQ	SN:XR_007086125.1	LN:5062
@SQ	SN:XR_007086124.1	LN:5062
@SQ	SN:XR_007086123.1	LN:5062
@SQ	SN:XR_007086121.1	LN:153
@SQ	SN:XR_007086120.1	LN:5062
@SQ	SN:XR_007086119.1	LN:5062
@SQ	SN:XR_007086118.1	LN:5062
@SQ	SN:XR_007086117.1	LN:5062
@SQ	SN:XR_007086116.1	LN:5062
@SQ	SN:XR_007086115.1	LN:5062
@SQ	SN:XR_007086114.1	LN:153
@SQ	SN:XR_007086113.1	LN:1872
@SQ	SN:XR_007086112.1	LN:1869
@SQ	SN:XR_007086111.1	LN:1869
@SQ	SN:XR_007086110.1	LN:1869
@SQ	SN:XR_007086109.1	LN:1869
@SQ	SN:XR_007086108.1	LN:1869
@SQ	SN:XR_007086106.1	LN:1869
@SQ	SN:XR_007086105.1	LN:1869
@SQ	SN:XR_007086104.1	LN:1869
@SQ	SN:XR_007086103.1	LN:1869
@SQ	SN:XR_007086102.1	LN:153
@SQ	SN:XR_007086100.1	LN:1869
@SQ	SN:XR_007086099.1	LN:1869
@SQ	SN:XR_007086098.1	LN:1869
@SQ	SN:XR_007086097.1	LN:1869
@SQ	SN:XR_007086096.1	LN:1869
@SQ	SN:XR_007086094.1	LN:1869
@SQ	SN:XR_007086093.1	LN:1869
@SQ	SN:XR_007086092.1	LN:1869
@SQ	SN:XR_007086091.1	LN:1869
@SQ	SN:XR_007086090.1	LN:1869
@SQ	SN:XR_007086089.1	LN:153
@SQ	SN:XR_007086088.1	LN:1869
@SQ	SN:XR_007086087.1	LN:1869
@SQ	SN:XR_007086086.1	LN:1869
@SQ	SN:XR_007086085.1	LN:1869
@SQ	SN:XR_007086084.1	LN:1869
@SQ	SN:XR_007086083.1	LN:1869
@SQ	SN:XR_007086082.1	LN:1869
@SQ	SN:XR_007086081.1	LN:1869
@SQ	SN:XR_007086080.1	LN:1869
@SQ	SN:XR_007086078.1	LN:1869
@SQ	SN:XR_007086077.1	LN:153
@SQ	SN:XR_007086076.1	LN:1869
@SQ	SN:XR_007086075.1	LN:1869
@SQ	SN:XR_007086074.1	LN:1869
@SQ	SN:XR_007086073.1	LN:1869
@SQ	SN:XR_007086072.1	LN:1869
@SQ	SN:XR_007086071.1	LN:1869
@SQ	SN:XR_007086070.1	LN:1869
@SQ	SN:XR_007086069.1	LN:1869
@SQ	SN:XR_007086068.1	LN:1869
@SQ	SN:XR_007086067.1	LN:1869
@SQ	SN:XR_007086066.1	LN:153
@SQ	SN:XR_007086065.1	LN:1869
@SQ	SN:XR_007086064.1	LN:1869
@SQ	SN:XR_007086063.1	LN:1869
@SQ	SN:XR_007086062.1	LN:1869
@SQ	SN:XR_007086061.1	LN:1869
@SQ	SN:XR_007086060.1	LN:1869
@SQ	SN:XR_007086059.1	LN:1869
@SQ	SN:XR_007086057.1	LN:1869
@SQ	SN:XR_007086056.1	LN:1869
@SQ	SN:XR_007086055.1	LN:1869
@SQ	SN:XR_007086054.1	LN:153
@SQ	SN:XR_007086050.1	LN:153
@SQ	SN:XR_007086039.1	LN:153
@SQ	SN:XR_007086032.1	LN:153
@SQ	SN:XR_007086026.1	LN:153
@SQ	SN:XR_007086025.1	LN:153
@SQ	SN:XR_007086024.1	LN:153
@SQ	SN:XR_007086023.1	LN:153
@SQ	SN:XR_007086022.1	LN:153
@SQ	SN:XR_007086021.1	LN:153
@SQ	SN:XR_007086020.1	LN:153
@SQ	SN:XR_007086019.1	LN:153
@SQ	SN:XR_007086018.1	LN:153
@SQ	SN:XR_007086012.1	LN:153
@SQ	SN:XR_007086011.1	LN:153
@SQ	SN:XR_007086010.1	LN:153
@SQ	SN:XR_007086004.1	LN:152
@SQ	SN:XR_007086003.1	LN:153
@SQ	SN:XR_007086002.1	LN:153
@SQ	SN:XR_007086001.1	LN:153
@SQ	SN:XR_007086000.1	LN:153
@SQ	SN:XR_007085999.1	LN:153
@SQ	SN:XR_007085998.1	LN:153
@SQ	SN:XR_007085997.1	LN:153
@SQ	SN:XR_007085996.1	LN:153
@SQ	SN:XR_007085995.1	LN:153
@SQ	SN:XR_007085994.1	LN:153
@SQ	SN:XR_007085254.1	LN:151
@SQ	SN:XR_007085253.1	LN:152
@SQ	SN:XR_007085252.1	LN:153
@SQ	SN:XR_007085251.1	LN:153
@SQ	SN:XR_007085250.1	LN:153
@SQ	SN:XR_007085249.1	LN:153
@SQ	SN:XR_007085248.1	LN:153
@SQ	SN:XR_007085247.1	LN:153
@SQ	SN:XR_007085246.1	LN:153
@SQ	SN:XR_007085245.1	LN:153
@SQ	SN:XR_007085244.1	LN:153
@SQ	SN:XR_007085243.1	LN:153
@SQ	SN:XR_007085242.1	LN:5085
@SQ	SN:XR_007085241.1	LN:5082
@SQ	SN:XR_007085240.1	LN:5082
@SQ	SN:XR_007085239.1	LN:5082
@SQ	SN:XR_007085238.1	LN:5082
@SQ	SN:XR_007085237.1	LN:5082
@SQ	SN:XR_007085236.1	LN:5082
@SQ	SN:XR_007085235.1	LN:153
@SQ	SN:XR_007085234.1	LN:5082
@SQ	SN:XR_007085233.1	LN:5082
@SQ	SN:XR_007085232.1	LN:5082
@SQ	SN:XR_007085231.1	LN:5082
@SQ	SN:XR_007085230.1	LN:5082
@SQ	SN:XR_007085229.1	LN:5082
@SQ	SN:XR_007085228.1	LN:5082
@SQ	SN:XR_007085227.1	LN:5082
@SQ	SN:XR_007085226.1	LN:153
@SQ	SN:XR_007085225.1	LN:1896
@SQ	SN:XR_007085224.1	LN:1869
@SQ	SN:XR_007085223.1	LN:1869
@SQ	SN:XR_007085222.1	LN:1869
@SQ	SN:XR_007085221.1	LN:1869
@SQ	SN:XR_007085220.1	LN:1869
@SQ	SN:XR_007085219.1	LN:1869
@SQ	SN:XR_007085218.1	LN:153
@SQ	SN:XR_007085217.1	LN:1869
@SQ	SN:XR_007085216.1	LN:1869
@SQ	SN:XR_007085215.1	LN:1869
@SQ	SN:XR_007085214.1	LN:1869
@SQ	SN:XR_007085213.1	LN:1869
@SQ	SN:XR_007085212.1	LN:1869
@SQ	SN:XR_007085211.1	LN:1869
@SQ	SN:XR_007085210.1	LN:1869
@SQ	SN:XR_007085209.1	LN:1869
@SQ	SN:XR_007085208.1	LN:153
@SQ	SN:XR_007085201.1	LN:153
@SQ	SN:XR_007084409.1	LN:153
@SQ	SN:XR_007084408.1	LN:153
@SQ	SN:XR_007084407.1	LN:153
@SQ	SN:XR_007084406.1	LN:153
@SQ	SN:XR_007084405.1	LN:153
@SQ	SN:XR_007084404.1	LN:153
@SQ	SN:XR_007084403.1	LN:153
@SQ	SN:XR_007084402.1	LN:153
@SQ	SN:XR_007084401.1	LN:153
@SQ	SN:XR_007084400.1	LN:153
@SQ	SN:XR_007084399.1	LN:153
@SQ	SN:XR_007084398.1	LN:153
@SQ	SN:XR_007084397.1	LN:153
@SQ	SN:XR_007084396.1	LN:153
@SQ	SN:XR_007084395.1	LN:153
@SQ	SN:XR_007084394.1	LN:153
@SQ	SN:XR_007084393.1	LN:153
@SQ	SN:XR_007084392.1	LN:5083
@SQ	SN:XR_007084391.1	LN:5083
@SQ	SN:XR_007084390.1	LN:153
@SQ	SN:XR_007084389.1	LN:5083
@SQ	SN:XR_007084388.1	LN:5083
@SQ	SN:XR_007084387.1	LN:5083
@SQ	SN:XR_007084386.1	LN:5083
@SQ	SN:XR_007084385.1	LN:5083
@SQ	SN:XR_007084384.1	LN:5083
@SQ	SN:XR_007084383.1	LN:5083
@SQ	SN:XR_007084382.1	LN:5083
@SQ	SN:XR_007084381.1	LN:5083
@SQ	SN:XR_007084380.1	LN:5083
@SQ	SN:XR_007084379.1	LN:153
@SQ	SN:XR_007084378.1	LN:5083
@SQ	SN:XR_007084377.1	LN:5083
@SQ	SN:XR_007084376.1	LN:5083
@SQ	SN:XR_007084375.1	LN:5083
@SQ	SN:XR_007084374.1	LN:5083
@SQ	SN:XR_007084373.1	LN:5083
@SQ	SN:XR_007084372.1	LN:5083
@SQ	SN:XR_007084371.1	LN:5083
@SQ	SN:XR_007084370.1	LN:5083
@SQ	SN:XR_007084369.1	LN:5083
@SQ	SN:XR_007084368.1	LN:153
@SQ	SN:XR_007084367.1	LN:5083
@SQ	SN:XR_007084366.1	LN:5083
@SQ	SN:XR_007084365.1	LN:5083
@SQ	SN:XR_007084364.1	LN:5083
@SQ	SN:XR_007084363.1	LN:5083
@SQ	SN:XR_007084362.1	LN:5083
@SQ	SN:XR_007084361.1	LN:5083
@SQ	SN:XR_007084360.1	LN:5083
@SQ	SN:XR_007084359.1	LN:5083
@SQ	SN:XR_007084358.1	LN:5083
@SQ	SN:XR_007084357.1	LN:153
@SQ	SN:XR_007084356.1	LN:5083
@SQ	SN:XR_007084355.1	LN:5083
@SQ	SN:XR_007084354.1	LN:5083
@SQ	SN:XR_007084353.1	LN:5083
@SQ	SN:XR_007084352.1	LN:5083
@SQ	SN:XR_007084351.1	LN:5083
@SQ	SN:XR_007084350.1	LN:5083
@SQ	SN:XR_007084349.1	LN:5083
@SQ	SN:XR_007084348.1	LN:5083
@SQ	SN:XR_007084347.1	LN:5083
@SQ	SN:XR_007084346.1	LN:153
@SQ	SN:XR_007084345.1	LN:5083
@SQ	SN:XR_007084344.1	LN:5083
@SQ	SN:XR_007084343.1	LN:5083
@SQ	SN:XR_007084342.1	LN:5083
@SQ	SN:XR_007084341.1	LN:5083
@SQ	SN:XR_007084340.1	LN:5083
@SQ	SN:XR_007084339.1	LN:5083
@SQ	SN:XR_007084338.1	LN:5083
@SQ	SN:XR_007084337.1	LN:5083
@SQ	SN:XR_007084336.1	LN:5083
@SQ	SN:XR_007084335.1	LN:153
@SQ	SN:XR_007084334.1	LN:5083
@SQ	SN:XR_007084333.1	LN:5083
@SQ	SN:XR_007084332.1	LN:5083
@SQ	SN:XR_007084331.1	LN:5083
@SQ	SN:XR_007084330.1	LN:5083
@SQ	SN:XR_007084329.1	LN:5083
@SQ	SN:XR_007084328.1	LN:5083
@SQ	SN:XR_007084327.1	LN:5083
@SQ	SN:XR_007084326.1	LN:5083
@SQ	SN:XR_007084325.1	LN:5083
@SQ	SN:XR_007084324.1	LN:153
@SQ	SN:XR_007084323.1	LN:5083
@SQ	SN:XR_007084321.1	LN:5083
@SQ	SN:XR_007084320.1	LN:5083
@SQ	SN:XR_007084319.1	LN:5083
@SQ	SN:XR_007084318.1	LN:5083
@SQ	SN:XR_007084317.1	LN:5083
@SQ	SN:XR_007084316.1	LN:5083
@SQ	SN:XR_007084315.1	LN:5083
@SQ	SN:XR_007084314.1	LN:5083
@SQ	SN:XR_007084313.1	LN:153
@SQ	SN:XR_007084312.1	LN:5083
@SQ	SN:XR_007084311.1	LN:5065
@SQ	SN:XR_007084310.1	LN:5071
@SQ	SN:XR_007084309.1	LN:5059
@SQ	SN:XR_007084308.1	LN:1869
@SQ	SN:XR_007084307.1	LN:1869
@SQ	SN:XR_007084306.1	LN:1869
@SQ	SN:XR_007084305.1	LN:1869
@SQ	SN:XR_007084304.1	LN:1869
@SQ	SN:XR_007084303.1	LN:153
@SQ	SN:XR_007084302.1	LN:1869
@SQ	SN:XR_007084301.1	LN:1869
@SQ	SN:XR_007084300.1	LN:1869
@SQ	SN:XR_007084299.1	LN:1869
@SQ	SN:XR_007084298.1	LN:1869
@SQ	SN:XR_007084297.1	LN:1869
@SQ	SN:XR_007084296.1	LN:1869
@SQ	SN:XR_007084295.1	LN:1869
@SQ	SN:XR_007084294.1	LN:1869
@SQ	SN:XR_007084293.1	LN:1869
@SQ	SN:XR_007084292.1	LN:153
@SQ	SN:XR_007084291.1	LN:1869
@SQ	SN:XR_007084290.1	LN:1869
@SQ	SN:XR_007084289.1	LN:1869
@SQ	SN:XR_007084288.1	LN:1869
@SQ	SN:XR_007084287.1	LN:1869
@SQ	SN:XR_007084286.1	LN:1869
@SQ	SN:XR_007084285.1	LN:1869
@SQ	SN:XR_007084284.1	LN:1869
@SQ	SN:XR_007084283.1	LN:1869
@SQ	SN:XR_007084282.1	LN:1869
@SQ	SN:XR_007084281.1	LN:153
@SQ	SN:XR_007084280.1	LN:1869
@SQ	SN:XR_007084279.1	LN:1869
@SQ	SN:XR_007084278.1	LN:1869
@SQ	SN:XR_007084277.1	LN:1869
@SQ	SN:XR_007084276.1	LN:1869
@SQ	SN:XR_007084275.1	LN:1869
@SQ	SN:XR_007084274.1	LN:1869
@SQ	SN:XR_007084273.1	LN:1869
@SQ	SN:XR_007084272.1	LN:1869
@SQ	SN:XR_007084271.1	LN:1869
@SQ	SN:XR_007084270.1	LN:153
@SQ	SN:XR_007084269.1	LN:1869
@SQ	SN:XR_007084268.1	LN:1869
@SQ	SN:XR_007084267.1	LN:1869
@SQ	SN:XR_007084266.1	LN:1869
@SQ	SN:XR_007084265.1	LN:1869
@SQ	SN:XR_007084264.1	LN:1869
@SQ	SN:XR_007084263.1	LN:1869
@SQ	SN:XR_007084262.1	LN:1869
@SQ	SN:XR_007084261.1	LN:1869
@SQ	SN:XR_007084260.1	LN:1869
@SQ	SN:XR_007084259.1	LN:153
@SQ	SN:XR_007084258.1	LN:1869
@SQ	SN:XR_007084257.1	LN:1869
@SQ	SN:XR_007084256.1	LN:1869
@SQ	SN:XR_007084255.1	LN:1869
@SQ	SN:XR_007084254.1	LN:1869
@SQ	SN:XR_007084253.1	LN:1869
@SQ	SN:XR_007084252.1	LN:1869
@SQ	SN:XR_007084251.1	LN:1869
@SQ	SN:XR_007084250.1	LN:1869
@SQ	SN:XR_007084249.1	LN:1869
@SQ	SN:XR_007084248.1	LN:153
@SQ	SN:XR_007084247.1	LN:1869
@SQ	SN:XR_007084246.1	LN:1869
@SQ	SN:XR_007084245.1	LN:1869
@SQ	SN:XR_007084244.1	LN:1869
@SQ	SN:XR_007084243.1	LN:1869
@SQ	SN:XR_007084242.1	LN:1869
@SQ	SN:XR_007084241.1	LN:1869
@SQ	SN:XR_007084240.1	LN:1869
@SQ	SN:XR_007084239.1	LN:1869
@SQ	SN:XR_007084238.1	LN:1869
@SQ	SN:XR_007084236.1	LN:153
@SQ	SN:XR_007084235.1	LN:1869
@SQ	SN:XR_007084234.1	LN:1869
@SQ	SN:XR_007084233.1	LN:1869
@SQ	SN:XR_007084232.1	LN:1869
@SQ	SN:XR_007084230.1	LN:1869
@SQ	SN:XR_007084229.1	LN:1869
@SQ	SN:XR_007084228.1	LN:1869
@SQ	SN:XR_007084227.1	LN:1869
@SQ	SN:XR_007084226.1	LN:1869
@SQ	SN:XR_007084225.1	LN:1869
@SQ	SN:XR_007084224.1	LN:1869
@SQ	SN:XR_007084215.1	LN:153
@SQ	SN:XR_007084200.1	LN:152
@SQ	SN:XR_007084199.1	LN:153
@SQ	SN:XR_007084198.1	LN:153
@SQ	SN:XR_007084197.1	LN:153
@SQ	SN:XR_007084196.1	LN:153
@SQ	SN:XR_007084195.1	LN:153
@SQ	SN:XR_007084194.1	LN:153
@SQ	SN:XR_007084193.1	LN:153
@SQ	SN:XR_007084192.1	LN:153
@SQ	SN:XR_007084191.1	LN:153
@SQ	SN:XR_007084190.1	LN:153
@SQ	SN:XR_007084189.1	LN:153
@SQ	SN:XR_007084188.1	LN:153
@SQ	SN:XR_007084187.1	LN:153
@SQ	SN:XR_007084186.1	LN:153
@SQ	SN:XR_007084185.1	LN:153
@SQ	SN:XR_007084184.1	LN:153
@SQ	SN:XR_007084183.1	LN:153
@SQ	SN:XR_007084182.1	LN:153
@SQ	SN:XR_007084181.1	LN:153
